ParentLocationCode,ParentLocation,SpatialCode,Location,Period,Sex,Value
AMR,Americas,PRY,Paraguay,2015,Male,72.83
AMR,Americas,ARG,Argentina,2015,Male,72.92
AMR,Americas,BHS,Bahamas,2015,Both sexes,72.92
EMR,Eastern Mediterranean,EGY,Egypt,2015,Female,72.89
EUR,Europe,EST,Estonia,2015,Male,73.03
WPR,Western Pacific,MYS,Malaysia,2015,Male,73.01
SEAR,South-East Asia,LKA,Sri Lanka,2015,Male,73.05
AMR,Americas,MEX,Mexico,2015,Male,73.09
AMR,Americas,SLV,El Salvador,2015,Both sexes,73.25
EMR,Eastern Mediterranean,SAU,Saudi Arabia,2015,Both sexes,73.15
AFR,Africa,SYC,Seychelles,2015,Both sexes,73.20
WPR,Western Pacific,VNM,Viet Nam,2015,Both sexes,73.16
AMR,Americas,URY,Uruguay,2015,Male,73.31
EUR,Europe,AZE,Azerbaijan,2015,Female,73.43
WPR,Western Pacific,BRN,Brunei Darussalam,2015,Male,73.38
EMR,Eastern Mediterranean,IRQ,Iraq,2015,Female,73.41
EUR,Europe,POL,Poland,2015,Male,73.36
SEAR,South-East Asia,BTN,Bhutan,2015,Female,73.45
EMR,Eastern Mediterranean,LBN,Lebanon,2015,Male,73.47
EUR,Europe,SVK,Slovakia,2015,Male,73.48
SEAR,South-East Asia,BGD,Bangladesh,2015,Both sexes,73.58
EMR,Eastern Mediterranean,MAR,Morocco,2015,Female,73.55
EUR,Europe,MKD,The former Yugoslav Republic of Macedonia,2015,Both sexes,73.73
WPR,Western Pacific,PHL,Philippines,2015,Female,73.66
EUR,Europe,BLR,Belarus,2015,Both sexes,73.82
EUR,Europe,BIH,Bosnia and Herzegovina,2015,Male,73.94
WPR,Western Pacific,CHN,China,2015,Male,73.85
EUR,Europe,UZB,Uzbekistan,2015,Female,73.92
AMR,Americas,BLZ,Belize,2015,Both sexes,74.05
AMR,Americas,GTM,Guatemala,2015,Female,74.01
AMR,Americas,JAM,Jamaica,2015,Male,74.10
AFR,Africa,MUS,Mauritius,2015,Both sexes,74.14
EMR,Eastern Mediterranean,OMN,Oman,2015,Female,74.09
SEAR,South-East Asia,THA,Thailand,2015,Male,74.13
EUR,Europe,HRV,Croatia,2015,Male,74.30
EMR,Eastern Mediterranean,ARE,United Arab Emirates,2015,Male,74.25
AMR,Americas,ATG,Antigua and Barbuda,2015,Male,74.43
WPR,Western Pacific,BRN,Brunei Darussalam,2015,Both sexes,74.40
EUR,Europe,LTU,Lithuania,2015,Both sexes,74.38
EUR,Europe,ARM,Armenia,2015,Both sexes,74.51
EUR,Europe,BGR,Bulgaria,2015,Both sexes,74.55
EMR,Eastern Mediterranean,LBY,Libya,2015,Both sexes,74.60
AMR,Americas,NIC,Nicaragua,2015,Both sexes,74.62
AMR,Americas,TTO,Trinidad and Tobago,2015,Both sexes,74.61
EMR,Eastern Mediterranean,TUN,Tunisia,2015,Male,74.58
AMR,Americas,VEN,Venezuela (Bolivarian Republic of),2015,Both sexes,74.66
SEAR,South-East Asia,BGD,Bangladesh,2015,Female,74.79
SEAR,South-East Asia,PRK,Democratic People's Republic of Korea,2015,Female,74.78
EUR,Europe,LVA,Latvia,2015,Both sexes,74.80
EUR,Europe,ROU,Romania,2015,Both sexes,74.82
AFR,Africa,CPV,Cabo Verde,2015,Both sexes,74.88
AMR,Americas,ECU,Ecuador,2015,Male,74.92
AMR,Americas,VCT,Saint Vincent and the Grenadines,2015,Female,74.91
AMR,Americas,BRB,Barbados,2015,Male,75.01
EMR,Eastern Mediterranean,IRN,Iran (Islamic Republic of),2015,Male,74.96
WPR,Western Pacific,MYS,Malaysia,2015,Both sexes,74.95
EUR,Europe,MDA,Republic of Moldova,2015,Female,75.05
AMR,Americas,LCA,Saint Lucia,2015,Both sexes,75.01
AMR,Americas,BRA,Brazil,2015,Both sexes,75.13
AMR,Americas,GRD,Grenada,2015,Female,75.15
AMR,Americas,DOM,Dominican Republic,2015,Female,75.20
EMR,Eastern Mediterranean,SAU,Saudi Arabia,2015,Female,75.25
EUR,Europe,SRB,Serbia,2015,Both sexes,75.21
EUR,Europe,KGZ,Kyrgyzstan,2015,Female,75.28
EUR,Europe,MNE,Montenegro,2015,Both sexes,75.27
EMR,Eastern Mediterranean,ARE,United Arab Emirates,2015,Both sexes,75.31
EUR,Europe,TUR,Türkiye,2015,Male,75.39
WPR,Western Pacific,BRN,Brunei Darussalam,2015,Female,75.50
WPR,Western Pacific,TON,Tonga,2015,Female,75.54
AFR,Africa,DZA,Algeria,2015,Male,75.65
AMR,Americas,COL,Colombia,2015,Male,75.63
EUR,Europe,CZE,Czechia,2015,Male,75.57
EUR,Europe,HUN,Hungary,2015,Both sexes,75.57
AMR,Americas,PRY,Paraguay,2015,Both sexes,75.56
AMR,Americas,CUB,Cuba,2015,Male,75.70
AMR,Americas,SUR,Suriname,2015,Female,75.85
EMR,Eastern Mediterranean,BHR,Bahrain,2015,Male,75.87
AMR,Americas,JAM,Jamaica,2015,Both sexes,75.85
AMR,Americas,MEX,Mexico,2015,Both sexes,75.87
EUR,Europe,MKD,The former Yugoslav Republic of Macedonia,2015,Female,75.87
EMR,Eastern Mediterranean,QAT,Qatar,2015,Female,75.93
EMR,Eastern Mediterranean,LBN,Lebanon,2015,Both sexes,75.98
EUR,Europe,ALB,Albania,2015,Male,76.10
AMR,Americas,ATG,Antigua and Barbuda,2015,Both sexes,76.14
AMR,Americas,BHS,Bahamas,2015,Female,76.08
AMR,Americas,ARG,Argentina,2015,Both sexes,76.17
AMR,Americas,BRB,Barbados,2015,Both sexes,76.22
EUR,Europe,KAZ,Kazakhstan,2015,Female,76.22
AMR,Americas,PAN,Panama,2015,Male,76.17
EUR,Europe,BIH,Bosnia and Herzegovina,2015,Both sexes,76.32
SEAR,South-East Asia,LKA,Sri Lanka,2015,Both sexes,76.27
AMR,Americas,USA,United States of America,2015,Male,76.31
EMR,Eastern Mediterranean,QAT,Qatar,2015,Both sexes,76.41
AFR,Africa,DZA,Algeria,2015,Both sexes,76.54
EMR,Eastern Mediterranean,BHR,Bahrain,2015,Both sexes,76.46
WPR,Western Pacific,CHN,China,2015,Both sexes,76.64
EUR,Europe,RUS,Russian Federation,2015,Female,76.60
EMR,Eastern Mediterranean,IRN,Iran (Islamic Republic of),2015,Both sexes,76.66
EMR,Eastern Mediterranean,TUN,Tunisia,2015,Both sexes,76.70
AFR,Africa,SYC,Seychelles,2015,Female,76.83
EUR,Europe,GEO,Georgia,2015,Female,76.93
EMR,Eastern Mediterranean,LBY,Libya,2015,Female,76.90
AMR,Americas,CHL,Chile,2015,Male,76.98
EMR,Eastern Mediterranean,JOR,Jordan,2015,Male,76.95
EUR,Europe,SVK,Slovakia,2015,Both sexes,77.01
EUR,Europe,UKR,Ukraine,2015,Female,76.96
AMR,Americas,URY,Uruguay,2015,Both sexes,77.03
WPR,Western Pacific,MYS,Malaysia,2015,Female,77.13
AMR,Americas,ECU,Ecuador,2015,Both sexes,77.18
EMR,Eastern Mediterranean,QAT,Qatar,2015,Male,77.17
EMR,Eastern Mediterranean,BHR,Bahrain,2015,Female,77.27
AMR,Americas,BLZ,Belize,2015,Female,77.29
AMR,Americas,NIC,Nicaragua,2015,Female,77.32
EUR,Europe,POL,Poland,2015,Both sexes,77.29
AMR,Americas,BRB,Barbados,2015,Female,77.36
AFR,Africa,MUS,Mauritius,2015,Female,77.43
SEAR,South-East Asia,THA,Thailand,2015,Both sexes,77.41
AFR,Africa,DZA,Algeria,2015,Female,77.50
AFR,Africa,CPV,Cabo Verde,2015,Female,77.59
EUR,Europe,HRV,Croatia,2015,Both sexes,77.58
EUR,Europe,EST,Estonia,2015,Both sexes,77.60
SEAR,South-East Asia,MDV,Maldives,2015,Male,77.56
AMR,Americas,PER,Peru,2015,Male,77.55
EUR,Europe,SVN,Slovenia,2015,Male,77.57
WPR,Western Pacific,VNM,Viet Nam,2015,Female,77.61
AMR,Americas,JAM,Jamaica,2015,Female,77.71
EUR,Europe,MNE,Montenegro,2015,Female,77.73
EUR,Europe,ALB,Albania,2015,Both sexes,77.84
AMR,Americas,ATG,Antigua and Barbuda,2015,Female,77.76
EUR,Europe,ARM,Armenia,2015,Female,77.83
EUR,Europe,GRC,Greece,2015,Male,77.85
EMR,Eastern Mediterranean,JOR,Jordan,2015,Both sexes,77.82
EUR,Europe,SRB,Serbia,2015,Female,77.76
EUR,Europe,TUR,Türkiye,2015,Both sexes,77.79
EMR,Eastern Mediterranean,ARE,United Arab Emirates,2015,Female,77.84
AMR,Americas,CUB,Cuba,2015,Both sexes,77.91
EUR,Europe,PRT,Portugal,2015,Male,77.92
EUR,Europe,BGR,Bulgaria,2015,Female,78.04
AMR,Americas,SLV,El Salvador,2015,Female,78.02
EUR,Europe,DEU,Germany,2015,Male,78.12
AMR,Americas,CRI,Costa Rica,2015,Male,78.16
AMR,Americas,TTO,Trinidad and Tobago,2015,Female,78.33
AMR,Americas,COL,Colombia,2015,Both sexes,78.35
SEAR,South-East Asia,MDV,Maldives,2015,Both sexes,78.41
EUR,Europe,ROU,Romania,2015,Female,78.42
EUR,Europe,BEL,Belgium,2015,Male,78.48
EUR,Europe,CZE,Czechia,2015,Both sexes,78.46
EUR,Europe,FIN,Finland,2015,Male,78.53
EMR,Eastern Mediterranean,IRN,Iran (Islamic Republic of),2015,Female,78.52
AMR,Americas,LCA,Saint Lucia,2015,Female,78.52
EUR,Europe,AUT,Austria,2015,Male,78.60
EUR,Europe,BIH,Bosnia and Herzegovina,2015,Female,78.65
AMR,Americas,BRA,Brazil,2015,Female,78.64
AMR,Americas,MEX,Mexico,2015,Female,78.61
AMR,Americas,PRY,Paraguay,2015,Female,78.60
AMR,Americas,USA,United States of America,2015,Both sexes,78.56
EUR,Europe,HUN,Hungary,2015,Female,78.73
AMR,Americas,PAN,Panama,2015,Both sexes,78.72
EUR,Europe,BLR,Belarus,2015,Female,78.79
EUR,Europe,DNK,Denmark,2015,Male,78.80
EMR,Eastern Mediterranean,JOR,Jordan,2015,Female,78.77
EMR,Eastern Mediterranean,LBN,Lebanon,2015,Female,78.82
EMR,Eastern Mediterranean,TUN,Tunisia,2015,Female,78.83
EUR,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2015,Male,78.93
EUR,Europe,FRA,France,2015,Male,78.99
WPR,Western Pacific,KOR,Republic of Korea,2015,Male,79.03
AMR,Americas,VEN,Venezuela (Bolivarian Republic of),2015,Female,78.97
AMR,Americas,PER,Peru,2015,Both sexes,79.08
AMR,Americas,ARG,Argentina,2015,Female,79.30
EUR,Europe,IRL,Ireland,2015,Male,79.33
EUR,Europe,LVA,Latvia,2015,Female,79.29
SEAR,South-East Asia,LKA,Sri Lanka,2015,Female,79.41
AMR,Americas,ECU,Ecuador,2015,Female,79.50
EMR,Eastern Mediterranean,KWT,Kuwait,2015,Male,79.46
EUR,Europe,LTU,Lithuania,2015,Female,79.47
SEAR,South-East Asia,MDV,Maldives,2015,Female,79.47
EUR,Europe,MLT,Malta,2015,Male,79.63
EUR,Europe,ALB,Albania,2015,Female,79.69
EUR,Europe,NLD,Netherlands,2015,Male,79.67
WPR,Western Pacific,NZL,New Zealand,2015,Male,79.73
EUR,Europe,ESP,Spain,2015,Male,79.66
AMR,Americas,CHL,Chile,2015,Both sexes,79.82
AMR,Americas,CAN,Canada,2015,Male,79.88
WPR,Western Pacific,CHN,China,2015,Female,79.87
EUR,Europe,CYP,Cyprus,2015,Male,79.89
EUR,Europe,ISR,Israel,2015,Male,79.96
EUR,Europe,ITA,Italy,2015,Male,80.00
EUR,Europe,SWE,Sweden,2015,Male,79.97
EUR,Europe,TUR,Türkiye,2015,Female,80.06
AMR,Americas,CUB,Cuba,2015,Female,80.19
EUR,Europe,LUX,Luxembourg,2015,Male,80.26
EUR,Europe,NOR,Norway,2015,Male,80.26
WPR,Western Pacific,AUS,Australia,2015,Male,80.41
EUR,Europe,DEU,Germany,2015,Both sexes,80.42
EUR,Europe,GRC,Greece,2015,Both sexes,80.38
EUR,Europe,SVK,Slovakia,2015,Female,80.37
EUR,Europe,SVN,Slovenia,2015,Both sexes,80.47
EUR,Europe,DNK,Denmark,2015,Both sexes,80.59
AMR,Americas,PER,Peru,2015,Female,80.56
EUR,Europe,CHE,Switzerland,2015,Male,80.64
AMR,Americas,URY,Uruguay,2015,Female,80.56
EUR,Europe,BEL,Belgium,2015,Both sexes,80.71
EUR,Europe,HRV,Croatia,2015,Female,80.73
EUR,Europe,ISL,Iceland,2015,Male,80.69
WPR,Western Pacific,JPN,Japan,2015,Male,80.70
WPR,Western Pacific,SGP,Singapore,2015,Male,80.72
SEAR,South-East Asia,THA,Thailand,2015,Female,80.70
EUR,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2015,Both sexes,80.65
AMR,Americas,CRI,Costa Rica,2015,Both sexes,80.78
AMR,Americas,USA,United States of America,2015,Female,80.80
EUR,Europe,PRT,Portugal,2015,Both sexes,80.89
EUR,Europe,AUT,Austria,2015,Both sexes,80.98
AMR,Americas,COL,Colombia,2015,Female,81.01
EUR,Europe,IRL,Ireland,2015,Both sexes,81.14
EMR,Eastern Mediterranean,KWT,Kuwait,2015,Both sexes,81.13
EUR,Europe,POL,Poland,2015,Female,81.15
EUR,Europe,FIN,Finland,2015,Both sexes,81.21
EUR,Europe,CZE,Czechia,2015,Female,81.30
EUR,Europe,NLD,Netherlands,2015,Both sexes,81.28
WPR,Western Pacific,NZL,New Zealand,2015,Both sexes,81.31
AMR,Americas,PAN,Panama,2015,Female,81.38
EUR,Europe,MLT,Malta,2015,Both sexes,81.65
EUR,Europe,EST,Estonia,2015,Female,81.71
EUR,Europe,SWE,Sweden,2015,Both sexes,81.75
AMR,Americas,CAN,Canada,2015,Both sexes,81.76
EUR,Europe,FRA,France,2015,Both sexes,81.91
EUR,Europe,ISR,Israel,2015,Both sexes,81.93
EUR,Europe,CYP,Cyprus,2015,Both sexes,82.01
EUR,Europe,NOR,Norway,2015,Both sexes,82.01
EUR,Europe,ISL,Iceland,2015,Both sexes,82.14
EUR,Europe,ITA,Italy,2015,Both sexes,82.21
WPR,Western Pacific,KOR,Republic of Korea,2015,Both sexes,82.20
WPR,Western Pacific,AUS,Australia,2015,Both sexes,82.28
EUR,Europe,LUX,Luxembourg,2015,Both sexes,82.31
EUR,Europe,ESP,Spain,2015,Both sexes,82.33
EUR,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2015,Female,82.34
EUR,Europe,DNK,Denmark,2015,Female,82.35
AMR,Americas,CHL,Chile,2015,Female,82.51
EUR,Europe,CHE,Switzerland,2015,Both sexes,82.61
EUR,Europe,DEU,Germany,2015,Female,82.71
EUR,Europe,NLD,Netherlands,2015,Female,82.82
WPR,Western Pacific,SGP,Singapore,2015,Both sexes,82.81
EUR,Europe,BEL,Belgium,2015,Female,82.86
EUR,Europe,GRC,Greece,2015,Female,82.94
EUR,Europe,IRL,Ireland,2015,Female,82.93
WPR,Western Pacific,NZL,New Zealand,2015,Female,82.85
EUR,Europe,AUT,Austria,2015,Female,83.29
EUR,Europe,SVN,Slovenia,2015,Female,83.32
AMR,Americas,CRI,Costa Rica,2015,Female,83.47
EUR,Europe,SWE,Sweden,2015,Female,83.50
AMR,Americas,CAN,Canada,2015,Female,83.58
EUR,Europe,ISL,Iceland,2015,Female,83.56
WPR,Western Pacific,JPN,Japan,2015,Both sexes,83.62
EUR,Europe,MLT,Malta,2015,Female,83.58
EUR,Europe,NOR,Norway,2015,Female,83.71
EUR,Europe,PRT,Portugal,2015,Female,83.67
EUR,Europe,ISR,Israel,2015,Female,83.79
EMR,Eastern Mediterranean,KWT,Kuwait,2015,Female,83.84
EUR,Europe,FIN,Finland,2015,Female,83.85
EUR,Europe,CYP,Cyprus,2015,Female,84.12
WPR,Western Pacific,AUS,Australia,2015,Female,84.17
EUR,Europe,ITA,Italy,2015,Female,84.26
EUR,Europe,LUX,Luxembourg,2015,Female,84.29
EUR,Europe,CHE,Switzerland,2015,Female,84.50
EUR,Europe,FRA,France,2015,Female,84.72
WPR,Western Pacific,SGP,Singapore,2015,Female,84.89
EUR,Europe,ESP,Spain,2015,Female,84.94
WPR,Western Pacific,KOR,Republic of Korea,2015,Female,85.12
WPR,Western Pacific,JPN,Japan,2015,Female,86.41
AFR,Africa,LSO,Lesotho,2015,Male,10.67
AFR,Africa,CAF,Central African Republic,2015,Male,10.99
AFR,Africa,SWZ,Eswatini,2015,Male,11.93
WPR,Western Pacific,KIR,Kiribati,2015,Male,12.30
AFR,Africa,LSO,Lesotho,2015,Both sexes,12.70
AFR,Africa,MOZ,Mozambique,2015,Male,12.71
AFR,Africa,CAF,Central African Republic,2015,Both sexes,12.77
EMR,Eastern Mediterranean,SOM,Somalia,2015,Male,12.83
AFR,Africa,ZWE,Zimbabwe,2015,Male,13.23
AFR,Africa,GNB,Guinea-Bissau,2015,Male,13.36
WPR,Western Pacific,KIR,Kiribati,2015,Both sexes,13.47
AFR,Africa,ERI,Eritrea,2015,Male,13.58
AFR,Africa,BWA,Botswana,2015,Male,13.89
WPR,Western Pacific,FSM,Micronesia (Federated States of),2015,Male,13.96
EMR,Eastern Mediterranean,SOM,Somalia,2015,Both sexes,14.23
AFR,Africa,ZMB,Zambia,2015,Male,14.26
AFR,Africa,CAF,Central African Republic,2015,Female,14.40
WPR,Western Pacific,KIR,Kiribati,2015,Female,14.39
AFR,Africa,LSO,Lesotho,2015,Female,14.42
WPR,Western Pacific,MNG,Mongolia,2015,Male,14.50
AFR,Africa,NAM,Namibia,2015,Male,14.46
WPR,Western Pacific,SLB,Solomon Islands,2015,Male,14.51
EUR,Europe,TJK,Tajikistan,2015,Male,14.46
AFR,Africa,SWZ,Eswatini,2015,Both sexes,14.65
AFR,Africa,MWI,Malawi,2015,Male,14.63
WPR,Western Pacific,VUT,Vanuatu,2015,Male,14.67
AFR,Africa,BFA,Burkina Faso,2015,Male,14.75
WPR,Western Pacific,FJI,Fiji,2015,Male,14.76
AFR,Africa,GIN,Guinea,2015,Male,14.85
WPR,Western Pacific,FSM,Micronesia (Federated States of),2015,Both sexes,14.78
AFR,Africa,TGO,Togo,2015,Male,14.79
AFR,Africa,BDI,Burundi,2015,Male,14.85
AFR,Africa,COD,Democratic Republic of the Congo,2015,Male,14.93
AFR,Africa,GAB,Gabon,2015,Male,14.87
AFR,Africa,AGO,Angola,2015,Male,14.99
AFR,Africa,CMR,Cameroon,2015,Male,15.02
AFR,Africa,GNB,Guinea-Bissau,2015,Both sexes,15.03
EUR,Europe,AZE,Azerbaijan,2015,Male,15.14
AFR,Africa,CIV,Côte d’Ivoire,2015,Male,15.07
AFR,Africa,ERI,Eritrea,2015,Both sexes,15.08
AFR,Africa,GHA,Ghana,2015,Male,15.12
AFR,Africa,ZWE,Zimbabwe,2015,Both sexes,15.11
AFR,Africa,TCD,Chad,2015,Male,15.21
AMR,Americas,GUY,Guyana,2015,Male,15.19
WPR,Western Pacific,PNG,Papua New Guinea,2015,Male,15.17
AFR,Africa,UGA,Uganda,2015,Male,15.17
AFR,Africa,MOZ,Mozambique,2015,Both sexes,15.29
WPR,Western Pacific,SLB,Solomon Islands,2015,Both sexes,15.27
EMR,Eastern Mediterranean,AFG,Afghanistan,2015,Female,15.52
AFR,Africa,COG,Congo,2015,Male,15.51
EMR,Eastern Mediterranean,SYR,Syrian Arab Republic,2015,Male,15.49
EUR,Europe,TJK,Tajikistan,2015,Both sexes,15.51
WPR,Western Pacific,VUT,Vanuatu,2015,Both sexes,15.51
EMR,Eastern Mediterranean,AFG,Afghanistan,2015,Both sexes,15.59
AFR,Africa,BEN,Benin,2015,Male,15.62
AFR,Africa,GMB,Gambia,2015,Male,15.57
AFR,Africa,KEN,Kenya,2015,Male,15.59
WPR,Western Pacific,FSM,Micronesia (Federated States of),2015,Female,15.60
EUR,Europe,MDA,Republic of Moldova,2015,Male,15.58
EMR,Eastern Mediterranean,AFG,Afghanistan,2015,Male,15.68
EUR,Europe,BLR,Belarus,2015,Male,15.67
EMR,Eastern Mediterranean,EGY,Egypt,2015,Male,15.73
WPR,Western Pacific,KHM,Cambodia,2015,Male,15.83
AFR,Africa,MDG,Madagascar,2015,Male,15.80
SEAR,South-East Asia,MMR,Myanmar,2015,Male,15.78
WPR,Western Pacific,PHL,Philippines,2015,Male,15.83
AFR,Africa,SLE,Sierra Leone,2015,Male,15.78
EMR,Eastern Mediterranean,SOM,Somalia,2015,Female,15.82
AFR,Africa,BWA,Botswana,2015,Both sexes,15.89
AFR,Africa,GIN,Guinea,2015,Both sexes,15.89
EUR,Europe,KAZ,Kazakhstan,2015,Male,15.91
EUR,Europe,RUS,Russian Federation,2015,Male,15.92
AFR,Africa,ZAF,South Africa,2015,Male,15.93
EUR,Europe,UKR,Ukraine,2015,Male,15.93
WPR,Western Pacific,FJI,Fiji,2015,Both sexes,15.99
EUR,Europe,GEO,Georgia,2015,Male,15.98
EMR,Eastern Mediterranean,OMN,Oman,2015,Male,15.95
AFR,Africa,COG,Congo,2015,Both sexes,16.11
WPR,Western Pacific,SLB,Solomon Islands,2015,Female,16.09
AFR,Africa,ZMB,Zambia,2015,Both sexes,16.13
AFR,Africa,BDI,Burundi,2015,Both sexes,16.18
AFR,Africa,TCD,Chad,2015,Both sexes,16.16
AFR,Africa,COD,Democratic Republic of the Congo,2015,Both sexes,16.25
WPR,Western Pacific,LAO,Lao People's Democratic Republic,2015,Male,16.20
AFR,Africa,NER,Niger,2015,Male,16.16
AFR,Africa,SSD,South Sudan,2015,Male,16.19
EMR,Eastern Mediterranean,SYR,Syrian Arab Republic,2015,Both sexes,16.23
SEAR,South-East Asia,PRK,Democratic People's Republic of Korea,2015,Male,16.31
EMR,Eastern Mediterranean,DJI,Djibouti,2015,Male,16.31
AFR,Africa,GNB,Guinea-Bissau,2015,Female,16.32
AMR,Americas,HTI,Haiti,2015,Male,16.25
EUR,Europe,KGZ,Kyrgyzstan,2015,Male,16.28
EMR,Eastern Mediterranean,PAK,Pakistan,2015,Male,16.29
WPR,Western Pacific,PNG,Papua New Guinea,2015,Both sexes,16.33
EUR,Europe,TKM,Turkmenistan,2015,Male,16.26
AFR,Africa,BFA,Burkina Faso,2015,Both sexes,16.44
AFR,Africa,CIV,Côte d’Ivoire,2015,Both sexes,16.39
AFR,Africa,CMR,Cameroon,2015,Both sexes,16.41
AFR,Africa,SLE,Sierra Leone,2015,Both sexes,16.36
EUR,Europe,UZB,Uzbekistan,2015,Male,16.36
AMR,Americas,HTI,Haiti,2015,Both sexes,16.47
SEAR,South-East Asia,IDN,Indonesia,2015,Male,16.54
AFR,Africa,MDG,Madagascar,2015,Both sexes,16.50
WPR,Western Pacific,MNG,Mongolia,2015,Both sexes,16.50
AFR,Africa,RWA,Rwanda,2015,Male,16.47
AFR,Africa,TGO,Togo,2015,Both sexes,16.49
WPR,Western Pacific,VUT,Vanuatu,2015,Female,16.54
AFR,Africa,ZWE,Zimbabwe,2015,Female,16.45
EUR,Europe,AZE,Azerbaijan,2015,Both sexes,16.62
AFR,Africa,COG,Congo,2015,Female,16.60
AFR,Africa,ERI,Eritrea,2015,Female,16.55
AFR,Africa,GIN,Guinea,2015,Female,16.62
AMR,Americas,GUY,Guyana,2015,Both sexes,16.61
EUR,Europe,MKD,The former Yugoslav Republic of Macedonia,2015,Male,16.57
AFR,Africa,AGO,Angola,2015,Both sexes,16.71
AFR,Africa,GMB,Gambia,2015,Both sexes,16.67
AMR,Americas,HTI,Haiti,2015,Female,16.66
SEAR,South-East Asia,NPL,Nepal,2015,Male,16.73
EMR,Eastern Mediterranean,OMN,Oman,2015,Both sexes,16.68
AFR,Africa,STP,Sao Tome and Principe,2015,Male,16.65
EUR,Europe,TJK,Tajikistan,2015,Female,16.67
AFR,Africa,TZA,United Republic of Tanzania,2015,Male,16.69
WPR,Western Pacific,VNM,Viet Nam,2015,Male,16.68
AFR,Africa,GNQ,Equatorial Guinea,2015,Male,16.80
AFR,Africa,GHA,Ghana,2015,Both sexes,16.80
AFR,Africa,LBR,Liberia,2015,Male,16.80
AFR,Africa,NER,Niger,2015,Both sexes,16.82
EMR,Eastern Mediterranean,PAK,Pakistan,2015,Both sexes,16.83
AFR,Africa,SEN,Senegal,2015,Male,16.83
AFR,Africa,SLE,Sierra Leone,2015,Female,16.83
WPR,Western Pacific,TON,Tonga,2015,Male,16.82
AFR,Africa,GAB,Gabon,2015,Both sexes,16.91
EUR,Europe,LTU,Lithuania,2015,Male,16.89
AFR,Africa,MWI,Malawi,2015,Both sexes,16.87
AFR,Africa,MLI,Mali,2015,Male,16.93
AFR,Africa,BEN,Benin,2015,Both sexes,17.01
EMR,Eastern Mediterranean,EGY,Egypt,2015,Both sexes,17.03
AFR,Africa,ETH,Ethiopia,2015,Male,17.04
AMR,Americas,HND,Honduras,2015,Male,17.04
AFR,Africa,NAM,Namibia,2015,Both sexes,16.99
EMR,Eastern Mediterranean,SYR,Syrian Arab Republic,2015,Female,16.99
EMR,Eastern Mediterranean,YEM,Yemen,2015,Male,17.00
EUR,Europe,BGR,Bulgaria,2015,Male,17.06
AFR,Africa,TCD,Chad,2015,Female,17.05
AFR,Africa,SWZ,Eswatini,2015,Female,17.10
EUR,Europe,LVA,Latvia,2015,Male,17.14
AFR,Africa,LBR,Liberia,2015,Both sexes,17.06
AFR,Africa,MLI,Mali,2015,Both sexes,17.08
AFR,Africa,NGA,Nigeria,2015,Male,17.09
WPR,Western Pacific,WSM,Samoa,2015,Male,17.11
AFR,Africa,COM,Comoros,2015,Male,17.22
WPR,Western Pacific,FJI,Fiji,2015,Female,17.23
AFR,Africa,MDG,Madagascar,2015,Female,17.16
AFR,Africa,MLI,Mali,2015,Female,17.20
EUR,Europe,MNE,Montenegro,2015,Male,17.25
SEAR,South-East Asia,TLS,Timor-Leste,2015,Male,17.18
EUR,Europe,ARM,Armenia,2015,Male,17.32
AMR,Americas,GRD,Grenada,2015,Male,17.34
AFR,Africa,KEN,Kenya,2015,Both sexes,17.32
AFR,Africa,LBR,Liberia,2015,Female,17.28
AFR,Africa,BDI,Burundi,2015,Female,17.39
EUR,Europe,HUN,Hungary,2015,Male,17.44
EMR,Eastern Mediterranean,PAK,Pakistan,2015,Female,17.43
AFR,Africa,SSD,South Sudan,2015,Both sexes,17.44
AFR,Africa,UGA,Uganda,2015,Both sexes,17.36
AFR,Africa,COD,Democratic Republic of the Congo,2015,Female,17.52
EMR,Eastern Mediterranean,DJI,Djibouti,2015,Both sexes,17.48
WPR,Western Pacific,LAO,Lao People's Democratic Republic,2015,Both sexes,17.50
AFR,Africa,MOZ,Mozambique,2015,Female,17.48
AFR,Africa,NER,Niger,2015,Female,17.48
EMR,Eastern Mediterranean,OMN,Oman,2015,Female,17.52
WPR,Western Pacific,PNG,Papua New Guinea,2015,Female,17.46
AFR,Africa,BWA,Botswana,2015,Female,17.61
WPR,Western Pacific,KHM,Cambodia,2015,Both sexes,17.57
EUR,Europe,ROU,Romania,2015,Male,17.57
AFR,Africa,STP,Sao Tome and Principe,2015,Both sexes,17.57
EUR,Europe,SRB,Serbia,2015,Male,17.59
AFR,Africa,SYC,Seychelles,2015,Male,17.59
AFR,Africa,CMR,Cameroon,2015,Female,17.71
AFR,Africa,GNQ,Equatorial Guinea,2015,Both sexes,17.72
SEAR,South-East Asia,IND,India,2015,Male,17.74
SEAR,South-East Asia,IDN,Indonesia,2015,Both sexes,17.67
SEAR,South-East Asia,MMR,Myanmar,2015,Both sexes,17.68
WPR,Western Pacific,WSM,Samoa,2015,Both sexes,17.68
AFR,Africa,ZAF,South Africa,2015,Both sexes,17.68
EMR,Eastern Mediterranean,SDN,Sudan,2015,Male,17.69
AFR,Africa,ZMB,Zambia,2015,Female,17.65
