ParentLocationCode,ParentLocation,SpatialCode,Location,Period,Sex,Value
WPR,Western Pacific,KOR,Republic of Korea,2015,Both sexes,24.82
EUR,Europe,CHE,Switzerland,2015,Both sexes,24.84
AMR,Americas,CRI,Costa Rica,2015,Both sexes,24.87
EUR,Europe,IRL,Ireland,2015,Female,24.94
EUR,Europe,NLD,Netherlands,2015,Female,24.87
WPR,Western Pacific,AUS,Australia,2015,Both sexes,25.01
EUR,Europe,FRA,France,2015,Both sexes,25.01
EUR,Europe,GRC,Greece,2015,Female,25.11
WPR,Western Pacific,SGP,Singapore,2015,Both sexes,25.06
EUR,Europe,AUT,Austria,2015,Female,25.21
EUR,Europe,BEL,Belgium,2015,Female,25.15
EUR,Europe,SVN,Slovenia,2015,Female,25.19
AMR,Americas,CHL,Chile,2015,Female,25.35
EUR,Europe,ISL,Iceland,2015,Female,25.29
WPR,Western Pacific,NZL,New Zealand,2015,Female,25.33
EUR,Europe,SWE,Sweden,2015,Female,25.25
EUR,Europe,NOR,Norway,2015,Female,25.44
AMR,Americas,PAN,Panama,2015,Female,25.42
EUR,Europe,CYP,Cyprus,2015,Female,25.64
EUR,Europe,ISR,Israel,2015,Female,25.59
EUR,Europe,MLT,Malta,2015,Female,25.58
EUR,Europe,PRT,Portugal,2015,Female,25.63
EUR,Europe,FIN,Finland,2015,Female,25.68
WPR,Western Pacific,JPN,Japan,2015,Both sexes,25.86
EMR,Eastern Mediterranean,KWT,Kuwait,2015,Female,25.90
EUR,Europe,LUX,Luxembourg,2015,Female,25.91
AMR,Americas,CAN,Canada,2015,Female,25.98
EUR,Europe,ITA,Italy,2015,Female,26.01
EUR,Europe,CHE,Switzerland,2015,Female,26.23
WPR,Western Pacific,AUS,Australia,2015,Female,26.27
AMR,Americas,CRI,Costa Rica,2015,Female,26.36
WPR,Western Pacific,SGP,Singapore,2015,Female,26.67
EUR,Europe,ESP,Spain,2015,Female,26.69
EUR,Europe,FRA,France,2015,Female,26.93
WPR,Western Pacific,KOR,Republic of Korea,2015,Female,26.91
WPR,Western Pacific,JPN,Japan,2015,Female,28.12
AMR,Americas,HTI,Haiti,2010,Male,27.97
AMR,Americas,HTI,Haiti,2010,Both sexes,31.28
AMR,Americas,HTI,Haiti,2010,Female,35.37
AFR,Africa,LSO,Lesotho,2010,Male,44.50
AFR,Africa,SWZ,Eswatini,2010,Male,44.86
AFR,Africa,CAF,Central African Republic,2010,Male,46.69
AFR,Africa,SWZ,Eswatini,2010,Both sexes,47.43
AFR,Africa,LSO,Lesotho,2010,Both sexes,47.38
AFR,Africa,CAF,Central African Republic,2010,Both sexes,48.51
EMR,Eastern Mediterranean,SOM,Somalia,2010,Male,49.49
AFR,Africa,ZWE,Zimbabwe,2010,Male,49.58
AFR,Africa,CAF,Central African Republic,2010,Female,50.44
AFR,Africa,LSO,Lesotho,2010,Female,50.69
AFR,Africa,MOZ,Mozambique,2010,Male,50.66
AFR,Africa,SWZ,Eswatini,2010,Female,50.76
AFR,Africa,ZWE,Zimbabwe,2010,Both sexes,51.49
EMR,Eastern Mediterranean,SOM,Somalia,2010,Both sexes,51.98
AFR,Africa,GNB,Guinea-Bissau,2010,Male,53.05
AFR,Africa,ZWE,Zimbabwe,2010,Female,53.21
AFR,Africa,MOZ,Mozambique,2010,Both sexes,53.48
AFR,Africa,SLE,Sierra Leone,2010,Male,53.65
AFR,Africa,TCD,Chad,2010,Male,53.93
AFR,Africa,ZMB,Zambia,2010,Male,54.27
AFR,Africa,MWI,Malawi,2010,Male,54.38
AFR,Africa,SLE,Sierra Leone,2010,Both sexes,54.74
AFR,Africa,CIV,Côte d’Ivoire,2010,Male,54.81
WPR,Western Pacific,KIR,Kiribati,2010,Male,54.75
EMR,Eastern Mediterranean,SOM,Somalia,2010,Female,54.91
AFR,Africa,ZAF,South Africa,2010,Male,55.04
AFR,Africa,BWA,Botswana,2010,Male,55.14
AFR,Africa,CMR,Cameroon,2010,Male,55.09
AFR,Africa,GNB,Guinea-Bissau,2010,Both sexes,55.43
AFR,Africa,COD,Democratic Republic of the Congo,2010,Male,55.65
AFR,Africa,TCD,Chad,2010,Both sexes,55.65
AFR,Africa,AGO,Angola,2010,Male,55.78
AFR,Africa,SLE,Sierra Leone,2010,Female,55.78
AFR,Africa,BFA,Burkina Faso,2010,Male,56.19
AFR,Africa,MOZ,Mozambique,2010,Female,56.29
AFR,Africa,CIV,Côte d’Ivoire,2010,Both sexes,56.62
AFR,Africa,CMR,Cameroon,2010,Both sexes,56.58
AFR,Africa,GIN,Guinea,2010,Male,56.65
AFR,Africa,ZMB,Zambia,2010,Both sexes,56.67
AFR,Africa,MWI,Malawi,2010,Both sexes,56.80
AFR,Africa,BDI,Burundi,2010,Male,56.86
AFR,Africa,TGO,Togo,2010,Male,57.04
AFR,Africa,UGA,Uganda,2010,Male,57.02
AFR,Africa,ZAF,South Africa,2010,Both sexes,57.14
AFR,Africa,NAM,Namibia,2010,Male,57.25
AFR,Africa,TCD,Chad,2010,Female,57.43
AFR,Africa,COD,Democratic Republic of the Congo,2010,Both sexes,57.51
AFR,Africa,GNB,Guinea-Bissau,2010,Female,57.68
AFR,Africa,ERI,Eritrea,2010,Male,57.78
AFR,Africa,NER,Niger,2010,Male,57.77
AFR,Africa,NGA,Nigeria,2010,Male,57.75
AFR,Africa,BEN,Benin,2010,Male,58.03
WPR,Western Pacific,KIR,Kiribati,2010,Both sexes,58.01
AFR,Africa,AGO,Angola,2010,Both sexes,58.07
AFR,Africa,BWA,Botswana,2010,Both sexes,58.14
AFR,Africa,CMR,Cameroon,2010,Female,58.09
AFR,Africa,GIN,Guinea,2010,Both sexes,58.07
AFR,Africa,BFA,Burkina Faso,2010,Both sexes,58.59
AFR,Africa,BDI,Burundi,2010,Both sexes,58.60
AFR,Africa,MLI,Mali,2010,Male,58.59
AFR,Africa,CIV,Côte d’Ivoire,2010,Female,58.94
AFR,Africa,MLI,Mali,2010,Both sexes,59.05
AFR,Africa,NER,Niger,2010,Both sexes,58.95
AFR,Africa,GNQ,Equatorial Guinea,2010,Female,59.12
AFR,Africa,ZMB,Zambia,2010,Female,59.06
AFR,Africa,KEN,Kenya,2010,Male,59.23
AFR,Africa,MWI,Malawi,2010,Female,59.24
AFR,Africa,NGA,Nigeria,2010,Both sexes,59.24
AFR,Africa,ZAF,South Africa,2010,Female,59.24
AFR,Africa,SSD,South Sudan,2010,Male,59.20
AFR,Africa,GIN,Guinea,2010,Female,59.26
AFR,Africa,TGO,Togo,2010,Both sexes,59.33
AFR,Africa,COD,Democratic Republic of the Congo,2010,Female,59.42
AFR,Africa,MLI,Mali,2010,Female,59.49
EMR,Eastern Mediterranean,AFG,Afghanistan,2010,Male,59.60
AFR,Africa,GNQ,Equatorial Guinea,2010,Both sexes,59.65
AFR,Africa,GHA,Ghana,2010,Male,59.70
AFR,Africa,UGA,Uganda,2010,Both sexes,59.67
AFR,Africa,GNQ,Equatorial Guinea,2010,Male,59.75
EMR,Eastern Mediterranean,AFG,Afghanistan,2010,Both sexes,59.94
WPR,Western Pacific,FSM,Micronesia (Federated States of),2010,Male,60.01
AFR,Africa,TZA,United Republic of Tanzania,2010,Male,60.02
AFR,Africa,GAB,Gabon,2010,Male,60.12
AFR,Africa,LBR,Liberia,2010,Male,60.07
AFR,Africa,NER,Niger,2010,Female,60.19
EMR,Eastern Mediterranean,AFG,Afghanistan,2010,Female,60.30
AFR,Africa,BDI,Burundi,2010,Female,60.32
AFR,Africa,AGO,Angola,2010,Female,60.53
AFR,Africa,BEN,Benin,2010,Both sexes,60.47
EMR,Eastern Mediterranean,DJI,Djibouti,2010,Male,60.63
AFR,Africa,GMB,Gambia,2010,Male,60.59
AFR,Africa,ERI,Eritrea,2010,Both sexes,60.70
AFR,Africa,LBR,Liberia,2010,Both sexes,60.70
AFR,Africa,BFA,Burkina Faso,2010,Female,60.79
AFR,Africa,COG,Congo,2010,Female,60.85
AFR,Africa,NGA,Nigeria,2010,Female,60.79
AFR,Africa,NAM,Namibia,2010,Both sexes,60.94
AFR,Africa,COG,Congo,2010,Both sexes,60.95
AFR,Africa,COG,Congo,2010,Male,60.99
WPR,Western Pacific,MNG,Mongolia,2010,Male,61.09
AFR,Africa,SSD,South Sudan,2010,Both sexes,61.10
AFR,Africa,KEN,Kenya,2010,Both sexes,61.18
AFR,Africa,ETH,Ethiopia,2010,Male,61.33
AFR,Africa,LBR,Liberia,2010,Female,61.32
WPR,Western Pacific,SLB,Solomon Islands,2010,Male,61.30
AFR,Africa,BWA,Botswana,2010,Female,61.36
WPR,Western Pacific,KIR,Kiribati,2010,Female,61.39
AFR,Africa,MDG,Madagascar,2010,Male,61.43
AFR,Africa,TZA,United Republic of Tanzania,2010,Both sexes,61.39
EMR,Eastern Mediterranean,PAK,Pakistan,2010,Male,61.53
WPR,Western Pacific,PNG,Papua New Guinea,2010,Male,61.52
AMR,Americas,GUY,Guyana,2010,Male,61.63
SEAR,South-East Asia,MMR,Myanmar,2010,Male,61.62
AFR,Africa,TGO,Togo,2010,Female,61.83
EMR,Eastern Mediterranean,DJI,Djibouti,2010,Both sexes,61.87
WPR,Western Pacific,VUT,Vanuatu,2010,Male,61.90
AFR,Africa,GHA,Ghana,2010,Both sexes,62.00
AFR,Africa,GAB,Gabon,2010,Both sexes,62.16
AFR,Africa,UGA,Uganda,2010,Female,62.21
AFR,Africa,RWA,Rwanda,2010,Male,62.31
AFR,Africa,GMB,Gambia,2010,Both sexes,62.42
WPR,Western Pacific,LAO,Lao People's Democratic Republic,2010,Male,62.44
EMR,Eastern Mediterranean,PAK,Pakistan,2010,Both sexes,62.64
AFR,Africa,TZA,United Republic of Tanzania,2010,Female,62.63
WPR,Western Pacific,FSM,Micronesia (Federated States of),2010,Both sexes,62.67
AFR,Africa,MDG,Madagascar,2010,Both sexes,62.79
AFR,Africa,BEN,Benin,2010,Female,62.88
AFR,Africa,ETH,Ethiopia,2010,Both sexes,62.92
EUR,Europe,RUS,Russian Federation,2010,Male,62.94
AFR,Africa,KEN,Kenya,2010,Female,63.07
AFR,Africa,SSD,South Sudan,2010,Female,63.08
EMR,Eastern Mediterranean,DJI,Djibouti,2010,Female,63.26
WPR,Western Pacific,PNG,Papua New Guinea,2010,Both sexes,63.42
AFR,Africa,COM,Comoros,2010,Male,63.60
EUR,Europe,KAZ,Kazakhstan,2010,Male,63.58
EUR,Europe,TKM,Turkmenistan,2010,Male,63.62
AFR,Africa,SEN,Senegal,2010,Male,63.67
WPR,Western Pacific,SLB,Solomon Islands,2010,Both sexes,63.69
EMR,Eastern Mediterranean,PAK,Pakistan,2010,Female,63.90
AFR,Africa,ERI,Eritrea,2010,Female,63.97
WPR,Western Pacific,KHM,Cambodia,2010,Male,64.19
AFR,Africa,MDG,Madagascar,2010,Female,64.17
AFR,Africa,GAB,Gabon,2010,Female,64.25
AFR,Africa,RWA,Rwanda,2010,Both sexes,64.44
EUR,Europe,BLR,Belarus,2010,Male,64.55
AFR,Africa,ETH,Ethiopia,2010,Female,64.55
AFR,Africa,GMB,Gambia,2010,Female,64.47
AFR,Africa,GHA,Ghana,2010,Female,64.53
WPR,Western Pacific,VUT,Vanuatu,2010,Both sexes,64.52
EUR,Europe,MDA,Republic of Moldova,2010,Male,64.62
AFR,Africa,NAM,Namibia,2010,Female,64.66
EMR,Eastern Mediterranean,SDN,Sudan,2010,Male,64.74
AMR,Americas,GUY,Guyana,2010,Both sexes,64.77
SEAR,South-East Asia,MMR,Myanmar,2010,Both sexes,64.79
WPR,Western Pacific,LAO,Lao People's Democratic Republic,2010,Both sexes,64.88
AFR,Africa,COM,Comoros,2010,Both sexes,64.98
WPR,Western Pacific,MNG,Mongolia,2010,Both sexes,65.05
EUR,Europe,KGZ,Kyrgyzstan,2010,Male,65.20
EUR,Europe,UKR,Ukraine,2010,Male,65.20
AFR,Africa,MRT,Mauritania,2010,Male,65.40
WPR,Western Pacific,PNG,Papua New Guinea,2010,Female,65.40
AFR,Africa,SEN,Senegal,2010,Both sexes,65.47
AFR,Africa,MRT,Mauritania,2010,Both sexes,65.59
WPR,Western Pacific,FSM,Micronesia (Federated States of),2010,Female,65.61
SEAR,South-East Asia,IND,India,2010,Male,65.69
AMR,Americas,GTM,Guatemala,2010,Male,65.82
WPR,Western Pacific,FJI,Fiji,2010,Male,65.86
AFR,Africa,MRT,Mauritania,2010,Female,65.87
EMR,Eastern Mediterranean,YEM,Yemen,2010,Male,65.88
EUR,Europe,TJK,Tajikistan,2010,Male,66.04
EUR,Europe,AZE,Azerbaijan,2010,Male,66.29
AFR,Africa,COM,Comoros,2010,Female,66.35
WPR,Western Pacific,SLB,Solomon Islands,2010,Female,66.40
AFR,Africa,RWA,Rwanda,2010,Female,66.51
WPR,Western Pacific,PHL,Philippines,2010,Male,66.63
EMR,Eastern Mediterranean,SDN,Sudan,2010,Both sexes,66.56
SEAR,South-East Asia,TLS,Timor-Leste,2010,Male,66.79
SEAR,South-East Asia,PRK,Democratic People's Republic of Korea,2010,Male,66.93
AFR,Africa,STP,Sao Tome and Principe,2010,Male,66.89
WPR,Western Pacific,KHM,Cambodia,2010,Both sexes,67.22
SEAR,South-East Asia,IND,India,2010,Both sexes,67.23
AFR,Africa,SEN,Senegal,2010,Female,67.15
EUR,Europe,TKM,Turkmenistan,2010,Both sexes,67.31
EUR,Europe,GEO,Georgia,2010,Male,67.44
WPR,Western Pacific,LAO,Lao People's Democratic Republic,2010,Female,67.38
SEAR,South-East Asia,IDN,Indonesia,2010,Male,67.53
EUR,Europe,LTU,Lithuania,2010,Male,67.49
SEAR,South-East Asia,NPL,Nepal,2010,Male,67.52
EUR,Europe,UZB,Uzbekistan,2010,Male,67.51
WPR,Western Pacific,VUT,Vanuatu,2010,Female,67.50
WPR,Western Pacific,FJI,Fiji,2010,Both sexes,67.60
EMR,Eastern Mediterranean,YEM,Yemen,2010,Both sexes,67.70
EMR,Eastern Mediterranean,EGY,Egypt,2010,Male,67.82
EMR,Eastern Mediterranean,IRQ,Iraq,2010,Male,67.76
EUR,Europe,LVA,Latvia,2010,Male,67.76
SEAR,South-East Asia,MMR,Myanmar,2010,Female,67.87
EUR,Europe,TJK,Tajikistan,2010,Both sexes,68.01
WPR,Western Pacific,WSM,Samoa,2010,Male,68.08
SEAR,South-East Asia,TLS,Timor-Leste,2010,Both sexes,68.06
AMR,Americas,GUY,Guyana,2010,Female,68.23
AFR,Africa,STP,Sao Tome and Principe,2010,Both sexes,68.24
EUR,Europe,KAZ,Kazakhstan,2010,Both sexes,68.43
EMR,Eastern Mediterranean,SDN,Sudan,2010,Female,68.41
WPR,Western Pacific,VNM,Viet Nam,2010,Male,68.42
SEAR,South-East Asia,BGD,Bangladesh,2010,Male,68.63
AMR,Americas,SUR,Suriname,2010,Male,68.71
AMR,Americas,TTO,Trinidad and Tobago,2010,Male,68.74
EUR,Europe,MDA,Republic of Moldova,2010,Both sexes,68.81
EUR,Europe,RUS,Russian Federation,2010,Both sexes,68.76
SEAR,South-East Asia,IND,India,2010,Female,68.94
EUR,Europe,AZE,Azerbaijan,2010,Both sexes,69.03
EMR,Eastern Mediterranean,OMN,Oman,2010,Male,68.97
WPR,Western Pacific,TON,Tonga,2010,Male,69.14
AMR,Americas,GRD,Grenada,2010,Male,69.20
EUR,Europe,KGZ,Kyrgyzstan,2010,Both sexes,69.17
SEAR,South-East Asia,NPL,Nepal,2010,Both sexes,69.18
AMR,Americas,GTM,Guatemala,2010,Both sexes,69.30
SEAR,South-East Asia,IDN,Indonesia,2010,Both sexes,69.26
EUR,Europe,ARM,Armenia,2010,Male,69.39
AMR,Americas,BOL,Bolivia (Plurinational State of),2010,Male,69.44
SEAR,South-East Asia,LKA,Sri Lanka,2010,Male,69.44
SEAR,South-East Asia,TLS,Timor-Leste,2010,Female,69.36
WPR,Western Pacific,FJI,Fiji,2010,Female,69.52
WPR,Western Pacific,MNG,Mongolia,2010,Female,69.47
AFR,Africa,STP,Sao Tome and Principe,2010,Female,69.55
AMR,Americas,BHS,Bahamas,2010,Male,69.64
WPR,Western Pacific,WSM,Samoa,2010,Both sexes,69.57
AFR,Africa,SYC,Seychelles,2010,Male,69.57
EMR,Eastern Mediterranean,YEM,Yemen,2010,Female,69.58
AFR,Africa,MUS,Mauritius,2010,Male,69.84
SEAR,South-East Asia,BTN,Bhutan,2010,Male,69.87
WPR,Western Pacific,KHM,Cambodia,2010,Female,70.01
WPR,Western Pacific,PHL,Philippines,2010,Both sexes,69.96
EUR,Europe,ROU,Romania,2010,Male,70.07
EUR,Europe,BGR,Bulgaria,2010,Male,70.19
SEAR,South-East Asia,PRK,Democratic People's Republic of Korea,2010,Both sexes,70.18
EMR,Eastern Mediterranean,EGY,Egypt,2010,Both sexes,70.20
AMR,Americas,HND,Honduras,2010,Male,70.24
EMR,Eastern Mediterranean,IRQ,Iraq,2010,Both sexes,70.24
EUR,Europe,TJK,Tajikistan,2010,Female,70.19
EUR,Europe,UKR,Ukraine,2010,Both sexes,70.20
EUR,Europe,UZB,Uzbekistan,2010,Both sexes,70.19
SEAR,South-East Asia,BGD,Bangladesh,2010,Both sexes,70.29
AMR,Americas,BOL,Bolivia (Plurinational State of),2010,Both sexes,70.34
EUR,Europe,BLR,Belarus,2010,Both sexes,70.39
AMR,Americas,DOM,Dominican Republic,2010,Male,70.43
EMR,Eastern Mediterranean,OMN,Oman,2010,Both sexes,70.36
EMR,Eastern Mediterranean,SAU,Saudi Arabia,2010,Male,70.39
AMR,Americas,BRA,Brazil,2010,Male,70.57
AMR,Americas,SLV,El Salvador,2010,Male,70.62
EUR,Europe,HUN,Hungary,2010,Male,70.63
AFR,Africa,CPV,Cabo Verde,2010,Male,70.83
AMR,Americas,VEN,Venezuela (Bolivarian Republic of),2010,Male,70.82
AMR,Americas,BLZ,Belize,2010,Male,70.89
EUR,Europe,EST,Estonia,2010,Male,70.86
SEAR,South-East Asia,NPL,Nepal,2010,Female,70.92
EUR,Europe,MKD,The former Yugoslav Republic of Macedonia,2010,Male,70.92
AMR,Americas,VCT,Saint Vincent and the Grenadines,2010,Male,70.92
SEAR,South-East Asia,BTN,Bhutan,2010,Both sexes,71.01
SEAR,South-East Asia,IDN,Indonesia,2010,Female,71.03
AMR,Americas,HND,Honduras,2010,Both sexes,71.15
EMR,Eastern Mediterranean,MAR,Morocco,2010,Male,71.07
EUR,Europe,TKM,Turkmenistan,2010,Female,71.09
AMR,Americas,BOL,Bolivia (Plurinational State of),2010,Female,71.25
WPR,Western Pacific,WSM,Samoa,2010,Female,71.16
AMR,Americas,NIC,Nicaragua,2010,Male,71.38
EMR,Eastern Mediterranean,MAR,Morocco,2010,Both sexes,71.60
EUR,Europe,SRB,Serbia,2010,Male,71.63
EUR,Europe,SVK,Slovakia,2010,Male,71.69
EUR,Europe,AZE,Azerbaijan,2010,Female,71.83
EMR,Eastern Mediterranean,SAU,Saudi Arabia,2010,Both sexes,71.76
AMR,Americas,SUR,Suriname,2010,Both sexes,71.83
EUR,Europe,GEO,Georgia,2010,Both sexes,71.87
AMR,Americas,LCA,Saint Lucia,2010,Male,71.86
AMR,Americas,GRD,Grenada,2010,Both sexes,71.97
AMR,Americas,ARG,Argentina,2010,Male,72.14
AMR,Americas,HND,Honduras,2010,Female,72.11
EUR,Europe,POL,Poland,2010,Male,72.08
AMR,Americas,TTO,Trinidad and Tobago,2010,Both sexes,72.12
SEAR,South-East Asia,BGD,Bangladesh,2010,Female,72.22
WPR,Western Pacific,MYS,Malaysia,2010,Male,72.25
AMR,Americas,MEX,Mexico,2010,Male,72.23
WPR,Western Pacific,TON,Tonga,2010,Both sexes,72.22
SEAR,South-East Asia,BTN,Bhutan,2010,Female,72.35
WPR,Western Pacific,CHN,China,2010,Male,72.26
AMR,Americas,ECU,Ecuador,2010,Male,72.31
EUR,Europe,MNE,Montenegro,2010,Male,72.27
EMR,Eastern Mediterranean,MAR,Morocco,2010,Female,72.27
EMR,Eastern Mediterranean,OMN,Oman,2010,Female,72.55
AMR,Americas,PRY,Paraguay,2010,Male,72.47
AMR,Americas,URY,Uruguay,2010,Male,72.54
EMR,Eastern Mediterranean,EGY,Egypt,2010,Female,72.69
WPR,Western Pacific,VNM,Viet Nam,2010,Both sexes,72.72
AMR,Americas,GTM,Guatemala,2010,Female,72.77
EMR,Eastern Mediterranean,IRQ,Iraq,2010,Female,72.79
EUR,Europe,LVA,Latvia,2010,Both sexes,72.94
AMR,Americas,VCT,Saint Vincent and the Grenadines,2010,Both sexes,72.85
EUR,Europe,UZB,Uzbekistan,2010,Female,72.91
AMR,Americas,BHS,Bahamas,2010,Both sexes,72.96
AFR,Africa,SYC,Seychelles,2010,Both sexes,73.01
EUR,Europe,ARM,Armenia,2010,Both sexes,73.12
SEAR,South-East Asia,PRK,Democratic People's Republic of Korea,2010,Female,73.09
EUR,Europe,LTU,Lithuania,2010,Both sexes,73.14
EUR,Europe,MKD,The former Yugoslav Republic of Macedonia,2010,Both sexes,73.11
EUR,Europe,MDA,Republic of Moldova,2010,Female,73.11
AMR,Americas,DOM,Dominican Republic,2010,Both sexes,73.17
AFR,Africa,MUS,Mauritius,2010,Both sexes,73.24
EMR,Eastern Mediterranean,SYR,Syrian Arab Republic,2010,Male,73.20
SEAR,South-East Asia,THA,Thailand,2010,Male,73.24
WPR,Western Pacific,BRN,Brunei Darussalam,2010,Male,73.35
AMR,Americas,JAM,Jamaica,2010,Male,73.27
EUR,Europe,KGZ,Kyrgyzstan,2010,Female,73.29
EMR,Eastern Mediterranean,LBN,Lebanon,2010,Male,73.26
SEAR,South-East Asia,LKA,Sri Lanka,2010,Both sexes,73.30
AMR,Americas,BLZ,Belize,2010,Both sexes,73.39
EUR,Europe,HRV,Croatia,2010,Male,73.41
EUR,Europe,KAZ,Kazakhstan,2010,Female,73.39
WPR,Western Pacific,PHL,Philippines,2010,Female,73.52
AMR,Americas,ATG,Antigua and Barbuda,2010,Male,73.56
EUR,Europe,BGR,Bulgaria,2010,Both sexes,73.64
EUR,Europe,ROU,Romania,2010,Both sexes,73.70
EMR,Eastern Mediterranean,SAU,Saudi Arabia,2010,Female,73.67
EMR,Eastern Mediterranean,BHR,Bahrain,2010,Male,73.85
EUR,Europe,BIH,Bosnia and Herzegovina,2010,Male,73.85
EMR,Eastern Mediterranean,IRN,Iran (Islamic Republic of),2010,Male,73.87
EMR,Eastern Mediterranean,QAT,Qatar,2010,Female,73.87
EMR,Eastern Mediterranean,TUN,Tunisia,2010,Male,73.95
EMR,Eastern Mediterranean,ARE,United Arab Emirates,2010,Male,73.86
AMR,Americas,COL,Colombia,2010,Male,74.00
AMR,Americas,BRA,Brazil,2010,Both sexes,74.09
AFR,Africa,CPV,Cabo Verde,2010,Both sexes,74.12
AMR,Americas,NIC,Nicaragua,2010,Both sexes,74.05
EMR,Eastern Mediterranean,QAT,Qatar,2010,Both sexes,74.08
EUR,Europe,ALB,Albania,2010,Male,74.23
EUR,Europe,SRB,Serbia,2010,Both sexes,74.20
WPR,Western Pacific,MYS,Malaysia,2010,Both sexes,74.25
EMR,Eastern Mediterranean,SYR,Syrian Arab Republic,2010,Both sexes,74.35
EUR,Europe,CZE,Czechia,2010,Male,74.41
EMR,Eastern Mediterranean,BHR,Bahrain,2010,Both sexes,74.52
AMR,Americas,BRB,Barbados,2010,Male,74.46
AMR,Americas,SLV,El Salvador,2010,Both sexes,74.50
WPR,Western Pacific,BRN,Brunei Darussalam,2010,Both sexes,74.57
EUR,Europe,HUN,Hungary,2010,Both sexes,74.58
AMR,Americas,PAN,Panama,2010,Male,74.63
EUR,Europe,TUR,Türkiye,2010,Male,74.65
EUR,Europe,MNE,Montenegro,2010,Both sexes,74.69
EUR,Europe,RUS,Russian Federation,2010,Female,74.72
EMR,Eastern Mediterranean,LBY,Libya,2010,Male,74.79
AMR,Americas,VEN,Venezuela (Bolivarian Republic of),2010,Both sexes,74.79
WPR,Western Pacific,CHN,China,2010,Both sexes,74.89
EMR,Eastern Mediterranean,ARE,United Arab Emirates,2010,Both sexes,74.86
AFR,Africa,DZA,Algeria,2010,Male,74.95
AMR,Americas,ECU,Ecuador,2010,Both sexes,75.02
AMR,Americas,PRY,Paraguay,2010,Both sexes,74.99
EMR,Eastern Mediterranean,QAT,Qatar,2010,Male,74.97
AMR,Americas,VCT,Saint Vincent and the Grenadines,2010,Female,74.99
AMR,Americas,MEX,Mexico,2010,Both sexes,75.13
AMR,Americas,SUR,Suriname,2010,Female,75.12
EUR,Europe,UKR,Ukraine,2010,Female,75.10
AMR,Americas,LCA,Saint Lucia,2010,Both sexes,75.20
EMR,Eastern Mediterranean,BHR,Bahrain,2010,Female,75.34
AMR,Americas,ARG,Argentina,2010,Both sexes,75.44
EUR,Europe,MKD,The former Yugoslav Republic of Macedonia,2010,Female,75.40
AMR,Americas,CHL,Chile,2010,Male,75.48
AMR,Americas,CUB,Cuba,2010,Male,75.55
AMR,Americas,GRD,Grenada,2010,Female,75.48
EMR,Eastern Mediterranean,LBN,Lebanon,2010,Both sexes,75.53
EUR,Europe,SVK,Slovakia,2010,Both sexes,75.47
WPR,Western Pacific,TON,Tonga,2010,Female,75.50
EMR,Eastern Mediterranean,JOR,Jordan,2010,Male,75.59
AMR,Americas,PER,Peru,2010,Male,75.61
EMR,Eastern Mediterranean,SYR,Syrian Arab Republic,2010,Female,75.63
AMR,Americas,TTO,Trinidad and Tobago,2010,Female,75.69
WPR,Western Pacific,BRN,Brunei Darussalam,2010,Female,75.84
AMR,Americas,JAM,Jamaica,2010,Both sexes,75.77
AFR,Africa,DZA,Algeria,2010,Both sexes,75.85
AMR,Americas,ATG,Antigua and Barbuda,2010,Both sexes,75.95
AMR,Americas,BRB,Barbados,2010,Both sexes,75.88
EUR,Europe,EST,Estonia,2010,Both sexes,75.87
EMR,Eastern Mediterranean,IRN,Iran (Islamic Republic of),2010,Both sexes,75.86
EMR,Eastern Mediterranean,LBY,Libya,2010,Both sexes,76.04
SEAR,South-East Asia,MDV,Maldives,2010,Male,76.02
EMR,Eastern Mediterranean,TUN,Tunisia,2010,Both sexes,76.05
AMR,Americas,BLZ,Belize,2010,Female,76.12
AMR,Americas,DOM,Dominican Republic,2010,Female,76.14
EUR,Europe,ALB,Albania,2010,Both sexes,76.25
EUR,Europe,BIH,Bosnia and Herzegovina,2010,Both sexes,76.19
EUR,Europe,SVN,Slovenia,2010,Male,76.25
AMR,Americas,BHS,Bahamas,2010,Female,76.25
EUR,Europe,GEO,Georgia,2010,Female,76.30
EUR,Europe,POL,Poland,2010,Both sexes,76.25
SEAR,South-East Asia,THA,Thailand,2010,Both sexes,76.25
AMR,Americas,USA,United States of America,2010,Male,76.27
EUR,Europe,BLR,Belarus,2010,Female,76.41
AMR,Americas,URY,Uruguay,2010,Both sexes,76.36
WPR,Western Pacific,MYS,Malaysia,2010,Female,76.52
EUR,Europe,ARM,Armenia,2010,Female,76.61
EMR,Eastern Mediterranean,JOR,Jordan,2010,Both sexes,76.59
EUR,Europe,PRT,Portugal,2010,Male,76.59
EUR,Europe,HRV,Croatia,2010,Both sexes,76.72
EUR,Europe,FIN,Finland,2010,Male,76.68
AMR,Americas,NIC,Nicaragua,2010,Female,76.66
AFR,Africa,DZA,Algeria,2010,Female,76.79
AFR,Africa,MUS,Mauritius,2010,Female,76.80
EUR,Europe,SRB,Serbia,2010,Female,76.83
AFR,Africa,SYC,Seychelles,2010,Female,76.84
EUR,Europe,TUR,Türkiye,2010,Both sexes,76.89
AMR,Americas,CRI,Costa Rica,2010,Male,76.98
SEAR,South-East Asia,MDV,Maldives,2010,Both sexes,76.99
AMR,Americas,COL,Colombia,2010,Both sexes,77.09
EUR,Europe,MNE,Montenegro,2010,Female,77.12
